ID,Comment,Brand,Platform,Sentiment,Theme,Date
1842,Disappointed with the delivery delay.,Gul Ahmed,Instagram,Negative,New Collection,2024-04-18
1843,Very happy with the purchase. Will shop again!,Alkaram,Facebook,Positive,Customer Service,2024-02-20
1844,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Instagram,Positive,Sale,2024-11-28
1845,Bad experience with the website. Very slow.,Sapphire,Instagram,Negative,Sale,2024-02-20
1846,"Poor fabric quality, not worth the price.",Sana Safinaz,Facebook,Negative,Customer Service,2024-12-22
1847,Great quality and beautiful designs.,Sana Safinaz,Facebook,Positive,Delivery Experience,2024-11-08
1848,Bad experience with the website. Very slow.,Gul Ahmed,Facebook,Negative,Customer Service,2024-10-24
1849,Disappointed with the delivery delay.,Khaadi,Instagram,Negative,Customer Service,2024-04-04
1850,Colors seem different from pictures.,Sapphire,Instagram,Neutral,Sustainability,2024-03-11
1851,Bad experience with the website. Very slow.,Khaadi,Instagram,Negative,Sustainability,2024-11-16
1852,Very happy with the purchase. Will shop again!,Khaadi,Facebook,Positive,New Collection,2024-07-09
1853,Excellent customer service. Highly recommended.,Sana Safinaz,Facebook,Positive,Delivery Experience,2024-10-09
1854,Prices are a bit high compared to last year.,Gul Ahmed,Facebook,Neutral,New Collection,2024-06-29
1855,"Delivery was on time, average service.",Sapphire,Instagram,Neutral,Customer Service,2024-08-02
1856,"Poor fabric quality, not worth the price.",Sana Safinaz,Facebook,Negative,Delivery Experience,2024-04-11
1857,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,Sustainability,2024-04-21
1858,"Poor fabric quality, not worth the price.",Khaadi,Twitter,Negative,New Collection,2024-08-15
1859,Customer service was unhelpful.,Gul Ahmed,Twitter,Negative,New Collection,2024-03-16
1860,"Poor fabric quality, not worth the price.",Gul Ahmed,Instagram,Negative,Delivery Experience,2024-11-26
1861,Appreciate the sustainable packaging. Well done!,Sapphire,Twitter,Positive,Sustainability,2024-04-22
1862,"The collection looks okay, nothing special.",Alkaram,Facebook,Neutral,Customer Service,2024-05-24
1863,Disappointed with the delivery delay.,Khaadi,Facebook,Negative,Delivery Experience,2024-10-27
1864,Great quality and beautiful designs.,Sapphire,Facebook,Positive,Customer Service,2024-02-13
1865,Loved the new collection! Absolutely stunning.,Khaadi,Instagram,Positive,Delivery Experience,2024-12-23
1866,Customer service was unhelpful.,Gul Ahmed,Twitter,Negative,Delivery Experience,2024-03-04
1867,Bad experience with the website. Very slow.,Sana Safinaz,Instagram,Negative,Sustainability,2024-03-06
1868,"Poor fabric quality, not worth the price.",Alkaram,Facebook,Negative,Customer Service,2024-06-14
1869,Prices are a bit high compared to last year.,Gul Ahmed,Facebook,Neutral,Sale,2024-10-31
1870,Great quality and beautiful designs.,Khaadi,Instagram,Positive,Sale,2024-06-08
1871,Prices are a bit high compared to last year.,Alkaram,Twitter,Neutral,Sale,2024-09-27
1872,Received a wrong item and no response to complaint.,Gul Ahmed,Instagram,Negative,Sustainability,2024-04-30
1873,"The collection looks okay, nothing special.",Sana Safinaz,Instagram,Neutral,Sale,2024-10-18
1874,Prices are a bit high compared to last year.,Khaadi,Facebook,Neutral,Sustainability,2024-04-14
1875,Excellent customer service. Highly recommended.,Khaadi,Instagram,Positive,Sustainability,2024-08-03
1876,"Poor fabric quality, not worth the price.",Sapphire,Twitter,Negative,Sustainability,2024-12-12
1877,"Delivery was on time, average service.",Gul Ahmed,Facebook,Neutral,New Collection,2024-09-22
1878,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Sustainability,2024-05-08
1879,Prices are a bit high compared to last year.,Sana Safinaz,Instagram,Neutral,Delivery Experience,2024-01-30
1880,"The collection looks okay, nothing special.",Gul Ahmed,Twitter,Neutral,Delivery Experience,2024-02-15
1881,"Poor fabric quality, not worth the price.",Gul Ahmed,Instagram,Negative,Delivery Experience,2024-01-11
1882,Great quality and beautiful designs.,Khaadi,Instagram,Positive,Delivery Experience,2024-01-06
1883,"The collection looks okay, nothing special.",Alkaram,Facebook,Neutral,Sale,2024-10-16
1884,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Sale,2024-09-04
1885,"Poor fabric quality, not worth the price.",Sapphire,Twitter,Negative,Customer Service,2024-06-29
1886,Great quality and beautiful designs.,Alkaram,Facebook,Positive,Delivery Experience,2024-11-19
1887,"Delivery was on time, average service.",Sapphire,Instagram,Neutral,Sale,2024-04-29
1888,"Poor fabric quality, not worth the price.",Khaadi,Instagram,Negative,Delivery Experience,2024-03-23
1889,"The collection looks okay, nothing special.",Sana Safinaz,Twitter,Neutral,Delivery Experience,2024-08-15
1890,Appreciate the sustainable packaging. Well done!,Sapphire,Facebook,Positive,Delivery Experience,2024-08-31
1891,"Delivery was on time, average service.",Sana Safinaz,Facebook,Neutral,Customer Service,2024-11-04
1892,Colors seem different from pictures.,Sapphire,Twitter,Neutral,Delivery Experience,2024-05-18
1893,"Delivery was on time, average service.",Khaadi,Instagram,Neutral,New Collection,2024-01-10
1894,Customer service was unhelpful.,Khaadi,Facebook,Negative,Sale,2024-02-21
1895,Great quality and beautiful designs.,Sapphire,Instagram,Positive,Sustainability,2024-01-13
1896,Customer service was unhelpful.,Alkaram,Instagram,Negative,Sustainability,2024-07-30
1897,Excellent customer service. Highly recommended.,Sana Safinaz,Instagram,Positive,Sustainability,2024-01-29
1898,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,New Collection,2024-08-11
1899,"Poor fabric quality, not worth the price.",Sapphire,Facebook,Negative,Sustainability,2024-05-02
1900,"The collection looks okay, nothing special.",Sapphire,Instagram,Neutral,Sustainability,2024-08-30
1901,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Twitter,Positive,Delivery Experience,2024-11-08
1902,Bad experience with the website. Very slow.,Sapphire,Facebook,Negative,Customer Service,2024-09-02
1903,Very happy with the purchase. Will shop again!,Khaadi,Instagram,Positive,Sale,2024-05-22
1904,Disappointed with the delivery delay.,Sapphire,Instagram,Negative,New Collection,2024-11-15
1905,Excellent customer service. Highly recommended.,Khaadi,Facebook,Positive,Sale,2024-07-18
1906,Customer service was unhelpful.,Sana Safinaz,Facebook,Negative,Delivery Experience,2024-10-07
1907,Disappointed with the delivery delay.,Alkaram,Instagram,Negative,Delivery Experience,2024-01-22
1908,Prices are a bit high compared to last year.,Sapphire,Instagram,Neutral,Delivery Experience,2024-01-02
1909,Colors seem different from pictures.,Khaadi,Facebook,Neutral,New Collection,2024-10-09
1910,"The collection looks okay, nothing special.",Khaadi,Instagram,Neutral,Delivery Experience,2024-07-31
1911,Excellent customer service. Highly recommended.,Alkaram,Instagram,Positive,Customer Service,2024-07-21
1912,Appreciate the sustainable packaging. Well done!,Gul Ahmed,Facebook,Positive,New Collection,2024-09-06
1913,"Delivery was on time, average service.",Khaadi,Facebook,Neutral,New Collection,2024-02-27
1914,Received a wrong item and no response to complaint.,Khaadi,Instagram,Negative,Delivery Experience,2024-11-03
1915,Colors seem different from pictures.,Sapphire,Instagram,Neutral,New Collection,2024-07-03
1916,Loved the new collection! Absolutely stunning.,Sapphire,Facebook,Positive,Customer Service,2024-03-07
1917,Very happy with the purchase. Will shop again!,Khaadi,Instagram,Positive,Customer Service,2024-03-10
1918,Colors seem different from pictures.,Alkaram,Facebook,Neutral,Delivery Experience,2024-11-08
1919,Great quality and beautiful designs.,Sana Safinaz,Instagram,Positive,Customer Service,2024-04-08
1920,Great quality and beautiful designs.,Gul Ahmed,Instagram,Positive,Sale,2024-06-06
1921,"Delivery was on time, average service.",Khaadi,Twitter,Neutral,Sale,2024-04-25
1922,Bad experience with the website. Very slow.,Khaadi,Twitter,Negative,Delivery Experience,2024-03-06
1923,"The collection looks okay, nothing special.",Gul Ahmed,Twitter,Neutral,Sustainability,2024-02-14
1924,Colors seem different from pictures.,Sapphire,Instagram,Neutral,Customer Service,2024-05-28
1925,Very happy with the purchase. Will shop again!,Gul Ahmed,Facebook,Positive,Sustainability,2024-10-09
1926,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,Delivery Experience,2024-07-27
1927,Bad experience with the website. Very slow.,Gul Ahmed,Facebook,Negative,Delivery Experience,2024-08-10
1928,Bad experience with the website. Very slow.,Gul Ahmed,Twitter,Negative,Sustainability,2024-06-30
1929,Colors seem different from pictures.,Alkaram,Twitter,Neutral,Delivery Experience,2024-04-13
1930,Received a wrong item and no response to complaint.,Gul Ahmed,Twitter,Negative,Sale,2024-09-25
1931,"Poor fabric quality, not worth the price.",Sapphire,Facebook,Negative,Sustainability,2024-09-27
1932,Loved the new collection! Absolutely stunning.,Sana Safinaz,Instagram,Positive,Sustainability,2024-08-08
1933,Loved the new collection! Absolutely stunning.,Sapphire,Facebook,Positive,New Collection,2024-08-08
1934,Bad experience with the website. Very slow.,Gul Ahmed,Twitter,Negative,Sale,2024-01-08
1935,Very happy with the purchase. Will shop again!,Alkaram,Twitter,Positive,Sale,2024-06-03
1936,Had a decent shopping experience.,Sana Safinaz,Instagram,Neutral,Sustainability,2024-12-12
1937,Loved the new collection! Absolutely stunning.,Alkaram,Facebook,Positive,New Collection,2024-10-10
1938,Colors seem different from pictures.,Alkaram,Twitter,Neutral,Customer Service,2024-06-05
1939,Disappointed with the delivery delay.,Khaadi,Twitter,Negative,New Collection,2024-11-22
1940,"The collection looks okay, nothing special.",Alkaram,Facebook,Neutral,Delivery Experience,2024-10-14
1941,Bad experience with the website. Very slow.,Alkaram,Facebook,Negative,Sustainability,2024-11-05
1942,"The collection looks okay, nothing special.",Alkaram,Twitter,Neutral,Sustainability,2024-11-26
1943,Disappointed with the delivery delay.,Alkaram,Twitter,Negative,Delivery Experience,2024-10-21
1944,Colors seem different from pictures.,Sana Safinaz,Instagram,Neutral,Customer Service,2024-04-23
1945,Appreciate the sustainable packaging. Well done!,Khaadi,Facebook,Positive,Sustainability,2024-07-11
1946,Great quality and beautiful designs.,Gul Ahmed,Twitter,Positive,Delivery Experience,2024-02-15
1947,Appreciate the sustainable packaging. Well done!,Alkaram,Twitter,Positive,Sustainability,2024-02-10
1948,Prices are a bit high compared to last year.,Khaadi,Twitter,Neutral,Sale,2024-11-05
1949,Prices are a bit high compared to last year.,Sana Safinaz,Twitter,Neutral,Sale,2024-10-15
1950,Appreciate the sustainable packaging. Well done!,Sapphire,Twitter,Positive,Customer Service,2024-02-03
1951,"Poor fabric quality, not worth the price.",Gul Ahmed,Twitter,Negative,Sustainability,2024-01-03
1952,Disappointed with the delivery delay.,Alkaram,Twitter,Negative,Delivery Experience,2024-02-21
1953,Disappointed with the delivery delay.,Alkaram,Facebook,Negative,Customer Service,2024-11-12
1954,Colors seem different from pictures.,Sapphire,Instagram,Neutral,Delivery Experience,2024-10-23
1955,"Delivery was on time, average service.",Gul Ahmed,Twitter,Neutral,Delivery Experience,2024-06-20
1956,Great quality and beautiful designs.,Sana Safinaz,Instagram,Positive,New Collection,2024-12-04
1957,Colors seem different from pictures.,Khaadi,Twitter,Neutral,Sustainability,2024-06-02
1958,Prices are a bit high compared to last year.,Sana Safinaz,Facebook,Neutral,Sustainability,2024-03-17
1959,Excellent customer service. Highly recommended.,Sana Safinaz,Instagram,Positive,Sustainability,2024-09-10
1960,Great quality and beautiful designs.,Khaadi,Facebook,Positive,Delivery Experience,2024-12-24
1961,Very happy with the purchase. Will shop again!,Sapphire,Twitter,Positive,Sale,2024-12-12
1962,"Poor fabric quality, not worth the price.",Gul Ahmed,Facebook,Negative,New Collection,2024-12-22
1963,"Delivery was on time, average service.",Sana Safinaz,Facebook,Neutral,Delivery Experience,2024-11-22
1964,Prices are a bit high compared to last year.,Sapphire,Instagram,Neutral,Sale,2024-09-22
1965,"Poor fabric quality, not worth the price.",Khaadi,Instagram,Negative,New Collection,2024-03-30
1966,Prices are a bit high compared to last year.,Sana Safinaz,Instagram,Neutral,Sustainability,2024-03-14
1967,"The collection looks okay, nothing special.",Gul Ahmed,Instagram,Neutral,Customer Service,2024-08-08
1968,Customer service was unhelpful.,Khaadi,Facebook,Negative,Sustainability,2024-04-16
1969,Very happy with the purchase. Will shop again!,Sapphire,Twitter,Positive,Sale,2024-12-12
1970,Prices are a bit high compared to last year.,Alkaram,Instagram,Neutral,New Collection,2024-10-10
1971,Had a decent shopping experience.,Gul Ahmed,Facebook,Neutral,New Collection,2024-11-29
1972,Great quality and beautiful designs.,Sapphire,Facebook,Positive,Sale,2024-11-18
1973,Disappointed with the delivery delay.,Gul Ahmed,Instagram,Negative,Sale,2024-12-02
1974,Disappointed with the delivery delay.,Sapphire,Twitter,Negative,Sustainability,2024-08-15
1975,Had a decent shopping experience.,Gul Ahmed,Instagram,Neutral,Customer Service,2024-04-09
1976,"Delivery was on time, average service.",Khaadi,Twitter,Neutral,Sale,2024-12-23
1977,Loved the new collection! Absolutely stunning.,Sana Safinaz,Twitter,Positive,Sale,2024-11-15
1978,Very happy with the purchase. Will shop again!,Gul Ahmed,Facebook,Positive,Customer Service,2024-11-10
1979,"The collection looks okay, nothing special.",Sana Safinaz,Facebook,Neutral,New Collection,2024-09-05
1980,Disappointed with the delivery delay.,Sana Safinaz,Facebook,Negative,Sale,2024-07-30
1981,Excellent customer service. Highly recommended.,Sana Safinaz,Facebook,Positive,Delivery Experience,2024-07-27
1982,Very happy with the purchase. Will shop again!,Alkaram,Facebook,Positive,Delivery Experience,2024-01-20
1983,Colors seem different from pictures.,Gul Ahmed,Instagram,Neutral,Customer Service,2024-04-18
1984,Customer service was unhelpful.,Sana Safinaz,Twitter,Negative,Customer Service,2024-09-22
1985,Bad experience with the website. Very slow.,Alkaram,Instagram,Negative,New Collection,2024-02-29
1986,Had a decent shopping experience.,Sana Safinaz,Twitter,Neutral,Delivery Experience,2024-01-09
1987,Had a decent shopping experience.,Sapphire,Facebook,Neutral,Customer Service,2024-05-28
1988,Received a wrong item and no response to complaint.,Alkaram,Twitter,Negative,Delivery Experience,2024-07-28
1989,Had a decent shopping experience.,Sana Safinaz,Instagram,Neutral,Sustainability,2024-01-23
1990,Loved the new collection! Absolutely stunning.,Alkaram,Facebook,Positive,New Collection,2024-01-25
1991,"Poor fabric quality, not worth the price.",Alkaram,Twitter,Negative,Customer Service,2024-08-20
1992,Colors seem different from pictures.,Gul Ahmed,Twitter,Neutral,Customer Service,2024-08-03
1993,"The collection looks okay, nothing special.",Gul Ahmed,Twitter,Neutral,New Collection,2024-09-14
1994,Disappointed with the delivery delay.,Khaadi,Instagram,Negative,Sustainability,2024-08-22
